imdbID,title,url,imdbRating,rottenTomatoRating,metacriticRating,imdbVotes,duration,year,oscarNominations,noOfAwards,noOfNominations,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,directors,writers,actors,production,country,language,Type,Plot,BoxOffice,Rated,Genre
tt3859618,My Crazy Ex,http://www.imdb.com/title/tt3859618/,7.1,nan,nan,197,nan,2014–,nan,nan,nan,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,Ashley Miers,nan,USA,English,series,"My Crazy Ex" tells the extraordinary but true stories of past relationships that went awry when one partner's behavior goes from romantic to excessive to extreme.,nan,TV-14,Comedy- Drama
tt0118443,Rag Nymph,http://www.imdb.com/title/tt0118443/,7.4,nan,nan,444,10800,1997–,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,Val McLane- Alec Newman- Christine Anderson- Tracey Wilkinson,nan,UK,English,series,Seperated from her prostitute mother as the woman flees on foot down the filthy mid-19th century streets of Newcastle from the police- ten year old Millie is taken under the wing of rag lady Aggie Winkovski and her crippled helper- Ben. Young Millie is a very well-brought up little girl- which Aggie questions and finds out that her mother had been a ladies maid before being forced into prostitution. Aggie ends up becoming Millie's guardian- protecting her from the local pimp- Boswell- who wants to have pretty Millie as part of his business- and we see Millie grow up to a happy- well educated young woman on Aggie's sparse finances; but is she still safe from the hands of Boswell and his customers?,nan,nan,Drama
tt12063450,To Your Eternity,http://www.imdb.com/title/tt12063450/,nan,nan,nan,nan,nan,2020–,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,Japan,Japanese,series,A lonely boy wandering the Arctic regions of North America meets a wolf- and the two become fast friends- depending on each other to survive the harsh environment. But the boy has a history- and the wolf is more than meets the eye as well.,nan,nan,Animation- Adventure- Fantasy
tt8995604,My First First Love,http://www.imdb.com/title/tt8995604/,7.6,nan,nan,1050,3000,2019–,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,Tae-oh Kang- Ji Soo- Chae-Yeon Jung- Jinyoung Jung,nan,South Korea,Korean,series,The story of college students and their realization of first love as they meet new friends.,nan,nan,Drama
tt0339964,The Intruder,http://www.imdb.com/title/tt0339964/,8.3,nan,nan,9,1500,1972–,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nan,nan,James Bate- Milton Johns- Simon Fisher-Turner- Sheila Ruskin,nan,UK,English,series,nan,nan,nan,Drama- Mystery
tt12545754,Hello- Stranger,http://www.imdb.com/title/tt12545754/,8.7,nan,nan,11,nan,2020–,nan,nan,nan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,Tony Labrusca- JC Alcantara- Vivoree Esclito- Patrick Quiroz,nan,Philippines,English- Filipino,series,nan,nan,nan,Comedy- Romance
tt0042073,Answer Yes or No,http://www.imdb.com/title/tt0042073/,6.4,nan,nan,5,1800,1950–,nan,nan,nan,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,Bennett Cerf- Russel Crouse- Arlene Francis- Phyllis Fraser,nan,USA,English,series,Hosted by Moss Hart- this quiz show featured a panel of celebrity guests who would be asked questions about how they would behave in a variety of hypothetical situations. The contestants would then ask the guests other questions about themselves to try and determine what their hypothetical answer would be.,nan,nan,Family- Game-Show
tt2573090,Headshot,http://www.imdb.com/title/tt2573090/,nan,nan,nan,nan,nan,2012–,nan,nan,nan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nan,nan,Shane Carson- Patricia Lynne Cissell- Donavan Darius- Dave Davies,nan,USA,English,series,Headshot follows struggling actors as they try to make their way in the entertainment industry. Brady Grand- the egotistical theatre director finds he has put two former lovers in an acting exercise that start to vomit up their real feeling for each other after their breakup- and cause an embarrassing situation for all involved.,nan,nan,Short- Comedy
tt6053512,Home Before Dark,http://www.imdb.com/title/tt6053512/,7.5,nan,nan,4462,2700,2020–,nan,nan,nan,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nan,Dana Fox- Dara Resnik,Jim Sturgess- Brooklynn Prince- Abby Miller- Kylie Rogers,nan,USA,English,series,A young girl from the big city uncovers clues to an unsolved cold case while visiting her father's small lakeside town.,nan,TV-14,Crime- Drama- Mystery
tt5793074,Franka: zhena Khama,http://www.imdb.com/title/tt5793074/,nan,nan,nan,nan,15600,1990–,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,Hanna Dunowska- Gennadi Shkuratov- Rita Gladunko- Mariya Zakharevich,nan,Soviet Union,Russian,series,nan,nan,nan,Romance
